repository,McCC,NL,NLE,NII,NOI,CD,CLOC,DLOC,TCD,TCLOC,LLOC,LOC,NOS,NUMPAR,TLLOC,TLOC,TNOS,HCPL,HDIF,HEFF,HNDB,HPL,HPV,HTRP,HVOL,MI
freqtrade_freqtrade,3.07735982966643,0.0,0.0,0.0,0.396735273243435,0.0,4.610361958836054,3.441447835344216,0.0,4.612491128459901,12.508871540099362,18.706884315117104,7.185237757274663,2.6777856635911994,12.5486160397445,18.74946770759404,7.209368346344926,22.68107818089796,1.0967199342322551,159.66208962768204,0.0152341520382625,11.160668010365676,7.202130722718112,8.870116090426864,45.70245611478752,33.668124066650975
oobabooga_text-generation-webui,2.6481481481481484,0.0,0.0,0.0,0.2481481481481481,0.0,0.8703703703703703,0.1222222222222222,0.0,0.8703703703703703,9.422222222222222,11.670370370370373,7.211111111111111,2.1703703703703705,9.514814814814814,11.766666666666667,7.274074074074074,20.41228795470057,1.0028605163720965,243.21355228029424,0.0131260570855738,8.854166666666666,5.893229166666667,13.5118640155719,39.378171256721785,48.1166974636604
matplotlib_matplotlib,2.4953666398066074,0.0,0.0,0.0,0.4744157937147462,0.0,6.044117647058823,4.977034649476229,0.0,6.085414987912974,9.122280419016922,15.7209911361805,6.225020145044319,2.4317082997582595,9.288678485092667,15.93392425463336,6.337228041901692,17.39361377705693,0.9775639467279712,186.802713075865,0.0122313625688896,8.864922118380063,5.597757009345794,10.377928504214507,36.69408770667005,23.350237685780986
OpenBB-finance_OpenBBTerminal,3.75398867730314,0.0,0.0,0.0,0.2424086464230571,0.0,3.233144621718991,2.863612969634586,0.0,3.23623262995368,28.957282552753476,33.28255275347401,9.038600102933607,2.029850746268657,28.58620689655172,33.31909418425116,9.06484817292846,13.70939548420326,0.8124108962861132,109.19008989032464,0.008826189803713,6.71932860356463,4.799965391936321,6.066116105017906,26.478569411139407,51.96627397533714
huggingface_diffusers,3.38655737704918,0.0,0.0,0.0,0.4675409836065574,0.0,5.038688524590164,3.376229508196721,0.0,5.059672131147541,19.26688524590164,27.18262295081967,10.14,3.43344262295082,19.644918032786887,27.624590163934425,10.39032786885246,44.1870478776741,1.7806158309942948,651.2445028386143,0.0303016302654935,18.09657212458674,10.944840786497302,36.18025015770097,90.9048907964823,38.56549163224717
pypa_pipenv,2.969986357435198,0.0,0.0,0.0,0.3988176443838108,0.0,2.670911020160679,1.6292254054873427,0.0,2.6945581324844627,9.978323480369864,13.156131574958314,6.175079581628013,2.27012278308322,10.159314840078824,13.36425648021828,6.2902834621797785,13.637666156071784,0.8813756897652917,105.29842395713928,0.0087133135814367,6.769014428955735,4.839447297627782,5.849912442063227,26.139940744310497,35.79434097524343
numpy_numpy,1.755080069977123,0.0,0.0,0.0,0.314224195935944,0.0,1.9249091643116676,0.9130668819808908,0.0,1.964876867178038,9.398062171982236,12.000403714170368,6.77459292154488,1.5201184228233078,9.654016955995155,12.286233346790471,6.910240882788319,14.846567848199015,0.9479620926596326,170.62529759629223,0.0109471384837059,8.218386419988557,4.958325386229258,9.479183199793797,32.84141545111986,19.982683584900347
nicolargo_glances,3.1284606866002216,0.0,0.0,0.0,0.4828349944629014,0.0,4.365448504983389,1.840531561461794,0.0,4.372093023255814,10.841638981173864,16.503875968992247,7.5869324473975635,1.9169435215946844,10.870431893687709,16.54042081949059,7.604651162790698,16.211548361114613,0.8809611577515816,146.23456895382031,0.0105456840228051,7.68321513002364,5.380614657210402,8.12414271965669,31.637052068415432,55.22314124048162
lllyasviel_ControlNet,2.892479801118707,0.0,0.0,0.0,0.3064014916096955,0.0,2.705407085146053,2.0540708514605344,0.0,2.7203231821006835,13.982597886886264,17.705407085146053,8.279676817899317,3.632069608452455,14.208825357364825,17.969546302050965,8.454319453076446,27.773573937761128,1.3615439118250554,334.78603907545613,0.0191631794970547,12.532513181019333,7.864674868189807,18.599224393080867,57.48953849116365,53.49374386632016
Lightning-AI_lightning,1.84131689811203,0.0,0.0,0.0,0.2189109065376814,0.0,1.680449368076143,1.2430956467467624,0.0,1.691995631143704,6.525354969574036,8.670307380246529,3.9247932594788577,2.1046965205180217,6.6264627867061945,8.787954439070058,3.992978623810267,9.594995793219834,0.6451440665145041,50.85931520865204,0.0062514325440742,5.389523687251252,3.826678649377327,2.825517511591768,18.75429763222236,49.97346783274988
gradio-app_gradio,2.4996003197442045,0.0,0.0,0.0,0.1630695443645084,0.0,2.569944044764189,2.15347721822542,0.0,2.6003197442046364,17.519584332533974,20.81294964028777,7.233413269384492,3.2222222222222223,18.42286171063149,21.76498800959233,7.749800159872103,16.206069199812013,0.8229819699658292,109.52458303312974,0.0099802716623582,7.420988407565589,5.337400854179378,6.084699057396096,29.940814987074734,38.18725172827379
mindsdb_mindsdb,2.6428778648099795,0.0,0.0,0.0,0.4644618508848274,0.0,2.4084711343196985,1.7539889759210907,0.0,2.430519292138091,12.724978241949522,16.79779518421816,7.463301421525965,1.943138961415724,12.901943719176096,17.009283434870902,7.588627792283145,10.608815434994982,0.6677312082463169,66.27876448234922,0.0066814312995948,5.550389680193496,4.0991668906208005,3.6821535823527336,20.044293898784076,54.93719069089055
python-telegram-bot_python-telegram-bot,1.5993788819875776,0.0,0.0,0.0,0.1900056465273856,0.0,3.5093167701863357,2.9805194805194803,0.0,3.53613777526821,13.609824957651044,18.185206098249576,6.196781479390175,3.696499153020892,14.3184641445511,18.93167701863354,6.578204404291361,12.67336281605299,0.6419033804513001,48.28258482248662,0.0082624841261415,7.00460704607046,4.715989159891599,2.682365823471521,24.787452378424305,36.51537431852406
google_jax,1.5698366661578385,0.0,0.0,0.0,0.3920012211876049,0.0,0.954052816363914,0.2608762021065486,0.0,1.1163181193710885,9.90551060906732,11.840329720653337,5.741260876202107,2.009769500839566,12.010227446191422,14.058311708136165,6.895741108227751,14.192872912852463,0.8626409109363541,118.94240102526037,0.0092064530343731,7.05039534277522,4.912937700929708,6.607911168069783,27.619359103122324,19.67400331257899
gunthercox_ChatterBot,1.3595679012345678,0.0,0.0,0.0,0.1003086419753086,0.0,1.5524691358024691,1.3842592592592593,0.0,1.5540123456790125,7.640432098765432,10.785493827160494,4.78858024691358,1.2314814814814814,7.665123456790123,10.811728395061728,4.804012345679013,3.077189361927137,0.2068679129901118,29.01262082720003,0.0021347622395351,1.7190476190476192,1.192063492063492,1.611812268177781,6.404286718605452,78.0077866532527
merenlab_anvio,5.738475581926061,0.0,0.0,0.0,0.419443176631675,0.0,6.4272021907804655,3.59926973984482,0.0,6.43222272934733,23.051574623459608,34.112733911455955,16.962117754450023,2.422638064810589,23.17571884984025,34.244180739388405,17.050205385668644,34.72366586847623,1.5512088819630236,333.0257361583834,0.0225701822890308,15.001732351667387,9.92334343871806,18.50142978657677,67.71054686709222,20.47197967170337
pyecharts_pyecharts,2.0306122448979598,0.0,0.0,0.0,0.1972789115646258,0.0,0.1428571428571428,0.0442176870748299,0.0,0.1428571428571428,22.047619047619047,22.64625850340136,4.003401360544218,7.795918367346939,22.078231292517007,22.67687074829932,4.017006802721088,3.0338173872695378,0.2466433531813918,17.73367900977405,0.0020661325994456,1.8604651162790695,1.346723044397463,0.98520438943189,6.198397798336958,74.83175885583609
ludwig-ai_ludwig,1.9001040582726327,0.0,0.0,0.0,0.2147069025320846,0.0,1.960110995490808,1.2424557752341312,0.0,1.989247311827957,8.917100242802636,11.542143600416232,4.157821713492889,2.7048213666319807,9.061394380853278,11.72147069025321,4.252514741588623,10.112688842111863,0.6361850624623777,61.0593929405629,0.0062706834122427,5.172842576473514,3.7988062670977367,3.392188496697944,18.81205023672812,50.49977009456013
aleju_imgaug,1.640754307420974,0.0,0.0,0.0,0.3177316510649844,0.0,2.0111246777913445,1.2576312576312576,0.0,2.022249355582689,10.311490978157645,13.35273368606702,6.415683082349749,1.6402116402116402,10.501424501424502,13.554063220729889,6.516347849681183,22.60937518981558,1.101829626882829,450.93292682269634,0.0186444520878637,12.125088715400992,6.818310858765082,25.051829267927577,55.93335626359267,4.788722969024531
twitter_the-algorithm-ml,2.36,0.0,0.0,0.0,0.3333333333333333,0.0,2.3866666666666667,1.58,0.0,2.4,11.053333333333333,14.64,6.6066666666666665,2.4066666666666667,11.226666666666668,14.826666666666666,6.66,10.718122672852154,0.8246504883321482,81.29912264593919,0.0071136610599609,5.950757575757576,4.238636363636363,4.516617924774401,21.3409831798828,62.254105550357934
unifyai_ivy,1.5352611389790498,0.0,0.0,0.0,0.2000590144585423,0.0,16.0177043375627,15.83977574505754,0.0,16.02744172322219,11.2165830628504,27.27353201534376,2.4520507524343462,3.9454116258483327,11.295957509589847,27.362348775449984,2.497196813219239,9.454581711089132,0.5929732263201865,93.67984710436774,0.0064439468387958,4.718265541059094,3.098541826554106,5.204435950242577,19.331840516387988,41.7879452993736
smicallef_spiderfoot,3.215028901734104,0.0,0.0,0.0,0.2398843930635838,0.0,1.5557803468208091,0.9997109826589596,0.0,1.5632947976878613,12.820231213872832,16.936416184971097,10.132658959537572,1.4742774566473988,12.958959537572252,17.10751445086705,10.24306358381503,13.377459349568904,0.5139808924320595,111.25880571866092,0.0082545926566659,5.342219646479282,3.6090988119385687,6.181044762147811,24.76377796999785,68.96475528794011
saltstack_salt,2.1234523271577044,0.0,0.0,0.0,0.2647085404428377,0.0,2.867871667419792,2.054676909173068,0.0,2.97849073655671,14.344780840488026,17.788883868052416,6.392860370537732,1.6040668775417986,14.684319927699956,18.232444645277905,6.52254857659286,11.088002010109632,0.6818476300560058,74.50550001996811,0.0071351349711111,5.804396337240619,4.199553697386309,4.139194445555447,21.40540491334013,43.327477781452735
karlproject_karl,1.2446828533785057,0.0,0.0,0.0,0.5834744965179748,0.0,0.3786937699981178,0.1810653115000941,0.0,0.3805759457933371,8.566534914361002,9.383587427065688,6.153773762469415,1.5531714662149445,8.77639751552795,9.598155467720686,6.261434217955957,4.095839796163445,0.3111088183645777,24.06553257530228,0.0027331057198882,2.439265212399541,1.7804822043628017,1.3369740319612382,8.199317159664913,39.41624579955887
borgbackup_borg,2.7891737891737893,0.0,0.0,0.0,0.4672364672364672,0.0,1.6666666666666667,0.4491927825261159,0.0,1.8043684710351375,13.640075973409306,15.598290598290598,8.183285849952517,2.592592592592593,14.721747388414055,16.824311490978157,8.952516619183285,17.208267067410127,0.991879361355833,127.73060553182536,0.0113337723275287,8.845704266510813,5.9719462302746935,7.096144751768096,34.001316982586495,29.85127901510431
pytorch_audio,1.6014279714405713,0.0,0.0,0.0,0.5073498530029399,0.0,2.653926921461571,2.1923561528769424,0.0,2.6598068038639227,11.126837463250736,14.506929861402773,6.058378832423352,2.7093658126837465,11.215455690886182,14.60184796304074,6.115497690046199,13.06924298620115,0.8489805861666659,118.75805351744896,0.0090906951658375,6.978419654714475,4.551128818061089,6.597669639858255,27.272085497512265,50.36131576131418
facebookresearch_ParlAI,2.468842268842269,0.0,0.0,0.0,0.4248640248640248,0.0,3.0113442113442117,2.176223776223776,0.0,3.022222222222222,13.150893550893551,16.836208236208236,7.110800310800311,2.1804195804195805,13.262781662781665,16.95912975912976,7.177622377622377,14.37192535777118,0.8169296486083915,111.94226572626606,0.0090608887249587,6.8058813811333225,4.830497274078969,6.219014762570313,27.18266617487616,49.64122825631714
Mikubill_sd-webui-controlnet,2.6673433874709978,0.0,0.0,0.0,0.3471577726218097,0.0,3.5475638051044083,2.641241299303944,0.0,3.586136890951276,13.25522041763341,17.807134570765662,8.03683294663573,3.155742459396752,13.730278422273782,18.3677494199536,8.382830626450117,22.22791911877329,1.2125261134401006,231.5718123475149,0.0146183899198184,10.192078695314525,6.792907067046337,12.86510068597302,43.85516975945503,52.86351171377426
pyodide_pyodide,1.507936507936508,0.0,0.0,0.0,0.1547619047619047,0.0,3.742063492063492,3.361111111111111,0.0,3.746031746031746,5.313492063492063,9.325396825396826,2.8373015873015874,2.0793650793650795,5.587301587301587,9.59920634920635,3.0277777777777777,15.06817510397084,0.7977191249034302,76.53800196697323,0.0098337047284664,7.841625788367204,5.388927820602663,4.25211122038741,29.501114185399658,41.452716841710895
spotDL_spotify-downloader,4.019230769230769,0.0,0.0,0.0,0.2403846153846154,0.0,9.817307692307692,7.576923076923077,0.0,9.817307692307692,18.365384615384617,32.31730769230769,9.942307692307692,2.519230769230769,18.365384615384617,32.31730769230769,9.942307692307692,22.99134014498234,1.0993360090049664,176.09958716306994,0.0143245420958837,10.143333333333333,7.076666666666667,9.783310397948336,42.97362628765151,62.31113391604696
Rapptz_discord.py,2.255125284738041,0.0,0.0,0.0,0.1649202733485193,0.0,4.91617312072893,4.428701594533029,0.0,4.920728929384966,7.650113895216401,13.30250569476082,4.441913439635536,2.222779043280182,7.804100227790433,13.480637813211844,4.522095671981777,6.52359478334965,0.5557275645634617,43.44357441676203,0.0044533370470065,4.040641711229947,2.9258467023172905,2.4135319120423344,13.360011141019896,30.08683436790631
networkx_networkx,1.6639147802929428,0.0,0.0,0.0,0.1861517976031957,0.0,2.3685752330226366,1.5912117177097205,0.0,2.387749667110519,11.180559254327564,14.01571238348868,7.063382157123835,1.2932090545938748,11.298535286284954,14.151264980026632,7.131025299600533,19.05719264179045,1.0136836224036894,179.37037228294318,0.0127946508207264,9.457034768510178,6.252567105026121,9.965020682385662,38.38395246217996,34.5151245419648
OpenBMB_ChatDev,2.1703125,0.0,0.0,0.0,0.3453125,0.0,1.3796875,1.015625,0.0,1.40625,8.0484375,9.6015625,5.5734375,1.84375,8.121875,9.7015625,5.628125,9.851778293177397,0.6265903402100075,85.23772786391433,0.0071561002331445,5.531409168081494,3.477079796264856,4.73542932577302,21.468300699433573,64.2944450649721
