repository,McCC,NL,NLE,NII,NOI,CD,CLOC,DLOC,TCD,TCLOC,LLOC,LOC,NOS,NUMPAR,TLLOC,TLOC,TNOS,HCPL,HDIF,HEFF,HNDB,HPL,HPV,HTRP,HVOL,MI
comfyanonymous_ComfyUI,2.579253112033195,0.0,0.0,0.0,0.329460580912863,0.0,1.6,0.6605809128630705,0.0,1.6107883817427386,14.87551867219917,17.536929460580915,8.653941908713692,3.615767634854772,15.195020746887966,17.912033195020747,8.902904564315353,40.41752207398661,1.6833124135957536,534.4203232834205,0.0295304213031955,18.00423728813559,10.29978813559322,29.690017960190044,88.59126390958667,32.48077293533374
apache_tvm,2.3395061728395063,0.0,0.0,0.0,0.2945736434108527,0.0,2.9830605799598047,2.368073499856445,0.0,3.01923629055412,10.52354292276773,14.116279069767442,6.342807924203273,2.5983347688774043,10.982917025552684,14.625610106230262,6.599483204134367,26.304484048820303,0.9373821639250428,321.2091253041628,0.0204174196506709,12.221337579617837,6.798284364084652,17.844951405787032,61.25225895201626,39.1450009458756
reflex-dev_reflex,2.22168284789644,0.0,0.0,0.0,0.2281553398058252,0.0,6.252427184466019,5.496763754045308,0.0,6.2799352750809065,8.101941747572816,14.846278317152104,3.894822006472492,1.843042071197411,8.210355987055015,14.988673139158577,3.9449838187702255,8.303296364897323,0.6701458163780571,227.56254314383224,0.0057231029054032,5.074614065180103,3.583190394511149,12.642363507990703,17.16930871620974,50.99262723694772
flairNLP_flair,2.84902411021814,0.0,0.0,0.0,0.3920780711825488,0.0,2.82089552238806,1.5723306544202067,0.0,2.8243398392652126,13.686567164179104,18.723306544202067,7.646957520091848,2.737083811710677,13.72617680826636,18.766934557979333,7.663605051664753,18.75014149486684,0.969543810223594,156.56215322604166,0.0126758009027658,9.339673913043478,6.053442028985507,8.69789740144676,38.02740270829777,31.66889852791377
horovod_horovod,2.8184568835098336,0.0,0.0,0.0,0.6036308623298033,0.0,1.5930408472012103,0.7771053958648513,0.0,1.6787695410993444,12.578416540595056,15.800302571860817,9.019162884518408,2.0292486132123044,13.410489157841656,16.793242561775088,9.586989409984872,23.81887404732145,1.2199514181458946,214.5965993513369,0.0147550891096918,10.125109745390692,6.964442493415277,11.922033297296494,44.265267329075634,41.17832869342626
lllyasviel_Fooocus,2.5695142378559463,0.0,0.0,0.0,0.3249581239530988,0.0,1.6499162479061975,0.7294807370184254,0.0,1.6549413735343383,15.090452261306533,17.798157453936348,8.681742043551088,3.661641541038526,15.127303182579563,17.84170854271357,8.712730318257956,40.835987290923406,1.7212867557102638,557.7598949425052,0.0299453440920778,18.282608695652176,10.454545454545457,30.986660830139176,89.83603227623345,33.29087196019651
PaddlePaddle_PaddleNLP,2.751751077586207,0.0,0.0,0.0,0.2722252155172414,0.0,3.6945043103448274,2.895878232758621,0.0,3.7152478448275854,14.36267510775862,19.38752693965517,8.145878232758621,3.240032327586207,14.60748922413793,19.67194234913793,8.312163254310345,22.569257483780323,1.145820661504153,242.2511773494521,0.0151029620772795,10.27936614969656,6.604585300067431,13.45839874163663,45.3088862318431,46.40735257408951
ultralytics_ultralytics,2.934331797235023,0.0,0.0,0.0,0.3640552995391705,0.0,5.278801843317972,3.1497695852534564,0.0,5.29147465437788,10.942396313364055,15.7926267281106,8.074884792626728,2.9700460829493087,10.988479262672811,15.847926267281109,8.111751152073733,25.22142591198364,1.280139290927604,255.2607029262996,0.0164969954576146,11.346938775510203,7.525046382189239,14.181150162572234,49.49098637284384,47.4483619860256
microsoft_nni,2.245100150764592,0.0,0.0,0.0,0.2569459401249192,0.0,2.090027999138488,1.4469093258668964,0.0,2.143441740254146,8.349989231100581,10.95886280422141,5.8216670256299805,2.3766961016584105,8.802929140641826,11.4766314882619,6.137195778591428,16.5092209436323,0.9875962323346248,125.4731367188657,0.0105517468276272,8.057308194885197,5.6036960985626285,6.970729817714704,31.655240482881617,47.2980591402569
PrefectHQ_prefect,1.4629967189208894,0.0,0.0,0.0,0.1461903025884068,0.0,1.2834487787094422,0.7203791469194313,0.0,1.338497994896099,12.515858549033904,15.003463361283266,4.756653299307327,2.496172074371126,13.521144732045206,16.11921254101349,5.1409041195771055,8.564181314335164,0.5957015715304252,30.046964514193856,0.0054926626746194,5.31817609270689,3.946088928076584,1.6692758063441062,16.47798802385753,33.87491268838206
jina-ai_jina,2.1251758087201127,0.0,0.0,0.0,0.1568213783403657,0.0,2.549226441631505,2.279184247538678,0.0,2.628691983122363,9.79676511954993,12.886075949367088,4.5358649789029535,3.112517580872012,10.573839662447256,13.760196905766524,4.954992967651196,13.326982945563108,0.6346996172579876,85.52414768487114,0.0090937986464819,6.687732342007435,4.4646840148698885,4.751341538048405,27.28139593944572,48.18290827858564
mlc-ai_mlc-llm,2.5657015590200447,0.0,0.0,0.0,0.1915367483296214,0.0,2.0311804008908685,1.2583518930957684,0.0,2.0556792873051224,17.870824053452115,20.625835189309576,11.78173719376392,3.175946547884187,19.011135857461024,21.87750556792873,12.334075723830734,98.68665511709573,1.666853917343432,803.8467050630394,0.0644124137903424,32.481944444444444,18.85833333333333,44.65815028127989,193.23724137102727,24.915477748619477
quantopian_zipline,1.7656619385342789,0.0,0.0,0.0,0.2624113475177305,0.0,4.008274231678487,2.607269503546099,0.0,4.1054964539007095,14.528664302600474,20.18617021276596,5.6072695035461,2.2603427895981087,15.29403073286052,21.08067375886525,5.921985815602837,9.29719248649571,0.6868175969656478,73.04260728633791,0.0067299734997275,5.492068429237947,3.5810264385692068,4.057922627018775,20.189920499182826,44.06754042044196
pytorch_vision,2.1235955056179776,0.0,0.0,0.0,0.5522141440846001,0.0,1.3000660938532715,0.592531394580304,0.0,1.3113020489094511,10.995042961004629,13.472901520158626,6.241242564441507,2.7951090548578983,11.17151354923992,13.667547918043622,6.342696629213483,16.866163734769433,0.975885020735786,133.48057947187172,0.0108468475689347,8.092424242424242,5.5590909090909095,7.41558774843732,32.54054270680332,38.70860327406152
ranger_ranger,3.885067873303168,0.0,0.0,0.0,0.453393665158371,0.0,1.395475113122172,0.6805429864253394,0.0,1.4226244343891403,10.589140271493212,12.729411764705882,8.070588235294117,1.8895927601809956,10.877828054298645,13.048868778280545,8.256108597285069,18.37760739290352,1.13825560095404,183.3842863151744,0.0121721327750037,8.914959016393443,6.064549180327869,10.188015906398602,36.516398325011615,33.33316818717324
powerline_powerline,2.1961009174311927,0.0,0.0,0.0,0.4059633027522936,0.0,1.125,0.6903669724770642,0.0,1.1295871559633028,10.400229357798166,11.85894495412844,6.430045871559633,2.14105504587156,10.702981651376149,12.190366972477063,6.580275229357798,11.93667954553807,0.7081125195988462,84.11883980496623,0.0075155941825373,5.844036697247707,4.197247706422019,4.673268878053683,22.54678254761224,42.27788368396787
ddbourgin_numpy-ml,2.1443736730360934,0.0,0.0,0.0,0.3152866242038216,0.0,10.644373673036094,9.926751592356688,0.0,10.64755838641189,10.48832271762208,22.51061571125265,6.916135881104034,2.529723991507431,10.503184713375797,22.528662420382165,6.929936305732484,22.990514764968957,1.3702028266287762,151.03500835552632,0.0146776626055572,10.926578560939795,7.475770925110132,8.390833797529254,44.03298781667191,39.82271872724301
python_mypy,2.724327195467422,0.0,0.0,0.0,0.6359773371104815,0.0,1.7202549575070822,0.6703257790368272,0.0,1.739199716713881,9.2268059490085,11.213881019830028,5.512570821529745,2.239553824362606,9.312854107648723,11.310021246458923,5.554886685552408,15.70052747942366,0.851260587707611,123.16873104395876,0.0096384644877314,7.055235350624399,5.0862952289465255,6.84270728021986,28.915393463194224,25.116836222428265
Delgan_loguru,2.954356846473029,0.0,0.0,0.0,0.3526970954356846,0.0,4.813278008298755,4.493775933609959,0.0,4.813278008298755,9.705394190871369,15.634854771784232,6.365145228215767,2.240663900414938,10.066390041493776,16.070539419087137,6.622406639004149,9.128446979796442,0.6673855663214553,61.3672895530072,0.00583382568047,5.297574626865671,4.134328358208955,3.409293864055939,17.50147704141024,39.293769246933685
aio-libs_aiohttp,2.124845488257108,0.0,0.0,0.0,0.245982694684796,0.0,0.899876390605686,0.3899876390605686,0.0,0.907292954264524,9.38627935723115,11.024721878862794,5.440667490729296,1.9449938195302845,9.53831891223733,11.18726823238566,5.5364647713226205,8.435656026851083,0.6280301262674809,38.1359793560078,0.0051936288107383,5.058948004836759,3.98186215235792,2.11866551977823,15.580886432214768,18.365271769426123
mlflow_mlflow,1.944576674600476,0.0,0.0,0.0,0.3624617477048623,0.0,3.735464127847671,3.1866712002720163,0.0,3.7619857191431487,8.80890853451207,12.956137368242096,4.515810948656919,2.314518871132268,9.058143488609316,13.241754505270316,4.653859231553893,9.269834984604628,0.572315437517466,37.76921319144717,0.0058547166184431,5.208866995073891,3.775369458128079,2.0982896217470897,17.56414985532929,39.16159135422341
HumanSignal_label-studio,2.342624854819977,0.0,0.0,0.0,0.2799070847851335,0.0,0.9547038327526132,0.3879210220673635,0.0,0.9581881533101044,8.336817653890824,9.94541231126597,5.24274099883856,2.1939605110336817,8.376306620209059,9.988385598141695,5.2682926829268295,10.920424601948374,0.6339468628371436,57.22402330551876,0.0067101591555773,5.547040971168437,4.097875569044006,3.1791124058621527,20.13047746673225,43.53511566673047
RasaHQ_rasa,2.212324179504354,0.0,0.0,0.0,0.4464166108506363,0.0,3.9367046215673134,2.965170797052913,0.0,3.9507702612190223,11.7906898861353,16.793369055592766,4.625586068318821,2.5448760884125923,12.022438044206297,17.058606831882116,4.747823174815808,8.141843224425001,0.6226375879545584,30.562234499416785,0.0050621404388631,4.884196185286103,3.798024523160763,1.6979019166342806,15.186421316588865,40.01453075212078
jantic_DeOldify,2.015929203539823,0.0,0.0,0.0,0.3433628318584071,0.0,0.6238938053097345,0.4513274336283185,0.0,0.6238938053097345,5.499115044247787,6.179646017699115,4.38141592920354,3.078761061946903,5.531858407079646,6.212389380530974,4.411504424778761,10.96394760547549,0.8090639898237242,72.64230269813835,0.0070235913993819,5.848254931714719,4.213201820940819,4.035683483229916,21.070774198146065,28.10856063461259
frappe_erpnext,3.2825219473264164,0.0,0.0,0.0,0.8242218675179569,0.0,0.9694732641660015,0.3306065442936951,0.0,0.9742617717478051,17.702913008778932,21.19772545889864,9.094772545889864,1.3487629688747007,17.875698324022345,21.384676775738228,9.174980047885075,15.623133610999108,0.8775683452726092,90.9421169365831,0.00936735044018,7.275507874914403,5.367267747089706,5.052339829810104,28.10205132054075,33.07496411634708
spotify_luigi,1.53757225433526,0.0,0.0,0.0,0.3697198755002223,0.0,1.1078257003112495,0.8145842596709649,0.0,1.1340595820364607,6.469986660738106,8.197421076033793,4.087149844375278,1.5649177412183193,7.034459759893286,8.835927078701646,4.292574477545576,4.177015202092517,0.3333580787823353,20.70251919600684,0.002552677374817,2.392189679218968,1.905439330543933,1.1501399553337004,7.658032124451348,44.2525023675352
Ciphey_Ciphey,1.8558951965065504,0.0,0.0,0.0,0.1222707423580786,0.0,1.537117903930131,0.7467248908296943,0.0,1.5414847161572052,7.098253275109171,8.914847161572052,4.067685589519651,1.3689956331877728,7.170305676855895,8.997816593886462,4.111353711790393,6.419824073734508,0.507664055669279,51.37674756997861,0.0041586791583245,3.4781746031746037,2.632936507936508,2.8542637538877056,12.47603747497385,66.40354725936743
recommenders-team_recommenders,2.478021978021978,0.0,0.0,0.0,0.4377289377289377,0.0,7.606227106227106,6.195970695970696,0.0,7.617216117216117,19.6978021978022,29.37545787545788,10.375457875457876,2.838827838827839,19.76923076923077,29.465201465201464,10.424908424908423,17.626091268104226,0.946289038182336,123.71337683904724,0.0115531563824598,8.822310756972112,5.90996015936255,6.8729653799471,34.65946914737928,52.70828605414767
aws_aws-cli,1.3972578660573036,0.0,0.0,0.0,0.4410265424503428,0.0,0.934434874318861,0.3505009667779926,0.0,0.9383019862893304,9.6596941465987,11.05097556688346,5.022499560555458,1.6030936895763754,9.680435928985762,11.07259623835472,5.031815784847952,4.324201102912916,0.3286233463999902,13.0279234198995,0.002688400949405,2.7498666666666667,2.161955555555556,0.7237735233277427,8.06520284821467,50.001150814799054
kivy_kivy,2.7641692009953,0.0,0.0,0.0,0.3209842410837711,0.0,1.962952723251313,1.046723804257672,0.0,1.983688139341996,9.7732927840752,12.426043682609896,7.327343102018247,2.034835499032347,10.00691180536356,12.689798175283384,7.491014653027371,16.951119838497146,0.9272740138864096,209.3128039915885,0.0117786192784191,8.131333005410722,5.249631087063453,11.628489110643766,35.33585783525738,42.77477411626292
ipython_ipython,2.654151242728715,0.0,0.0,0.0,0.3685880486515071,0.0,5.043363299841354,3.564780539397145,0.0,5.100475938656795,10.212057112638815,16.06663141195135,6.859333685880486,1.97567424643046,10.53358011634056,16.442622950819672,7.051824431517716,11.12442237472372,0.718446951164663,70.27389855465249,0.0069061998321517,5.666107382550336,4.186912751677852,3.904105475258487,20.71859949645499,41.578146624514495
zhayujie_chatgpt-on-wechat,3.4945295404814005,0.0,0.0,0.0,0.4113785557986871,0.0,2.015317286652079,1.2056892778993435,0.0,2.024070021881838,12.01969365426696,14.185995623632383,9.321663019693654,2.2472647702407,12.157549234135669,14.332603938730854,9.422319474835886,23.269062206867822,1.0383727181893323,153.92858249879822,0.013925502786411,9.709570957095709,6.904290429042904,8.551587916599916,41.77650835923339,51.92957693298349
RaRe-Technologies_gensim,2.218504966021955,0.0,0.0,0.0,0.3915316257187663,0.0,7.542080501829587,6.270256142185049,0.0,7.566649242028228,10.168322007318348,18.582854155776268,7.478306325143754,2.0041819132253007,10.251437532671195,18.69053842132776,7.535807631991636,13.960275980901669,0.8726811534347566,118.85824433778927,0.0091394565302603,6.9439918533604885,4.779022403258656,6.603235796543856,27.41836959078097,31.4695515418934
sanic-org_sanic,2.671840354767184,0.0,0.0,0.0,0.2638580931263858,0.0,4.496674057649668,3.789356984478936,0.0,4.5266075388026605,10.73059866962306,15.546563192904657,5.267184035476719,2.4855875831485585,10.917960088691796,15.773835920177383,5.383592017738359,8.598803424671482,0.6126059662042521,38.46791030329288,0.0057593735367398,5.404910714285714,3.842857142857143,2.1371061279607053,17.278120610220032,39.580092029033885
