,Repository,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,saltstack/salt,0.0034967614337801,0.0004189309838693,0.0037836421398405,8.907872688723728e-05,3.992131314589642e-05,0.0004531620924686,2.2160731532494538e-05,0.0003115297586191,3.730087428266416e-06,1.8008765891863732e-06,1.5842615539440883e-06,2.615874836919829e-05,0.0,0.0,0.0,0.0,0.0,1.5992947164879578e-07,0.0
1,pytorch/audio,0.012695575132966,0.0003663509560283,0.0001405458606313,3.799535988946445e-05,4.172674016444944e-05,0.0004531620924686,1.7665408449829556e-05,8.184990292647853e-06,4.600517968356144e-06,5.811355094920145e-06,6.555802656293963e-07,6.555802656293963e-07,4.671369779885026e-08,9.957218026102057e-06,0.0,1.473606604135779e-06,1.8841739120034615e-06,0.0,0.0
2,jina-ai/jina,0.0035741459578275,0.0009556584991514,0.0010895291343331,0.0004442115605343,0.0003435199905652,0.0001590255706105,0.0001243855513166,0.0001056721521308,2.494803084118757e-05,3.573517405000806e-05,3.9733309677103534e-05,2.756293895345152e-07,0.0,0.0,2.934930635431796e-06,0.0,0.0,0.0,0.0
3,powerline/powerline,0.0017105708830058,0.0046373456716537,0.0006947446381673,0.0003992170095443,0.0006500230383561,0.0001522522507002,0.0001097847125492,4.276859181118198e-05,9.56275653152261e-06,3.573517405000806e-05,2.534623490646481e-06,1.617868242728354e-05,5.093203799333424e-05,0.0,2.934930635431796e-06,0.0,1.5789290165219663e-06,0.0,0.0
4,XX-net/XX-Net,0.0058013605885207,0.0018040526192635,0.0178248435258865,0.0016414419994132,0.0001518362696515,0.00011417222413,7.255044329212978e-05,3.638261841842905e-05,8.468930948966429e-05,2.197590038122144e-05,4.239327608956955e-06,4.446304956218228e-06,8.765350685280282e-07,0.0,2.2519592675962485e-05,1.473606604135779e-06,0.0,0.0,1.944559642197419e-07
5,open-mmlab/mmdetection,0.0883551612496376,0.032871276140213,0.0094570871442556,0.00417758570984,0.001091661863029,0.0001052459847414,8.936757512856275e-05,2.8351101718726568e-05,1.4112555618339684e-05,1.4135065612208564e-05,4.198581791570177e-06,3.355334001753363e-06,1.0967762591462815e-06,3.512702733132756e-07,1.4207779486241634e-07,6.83034571125063e-08,3.375474122435662e-08,1.595923215802486e-08,3.72746367105492e-09
6,HumanSignal/label-studio,0.0021103757899254,0.0005111049977131,0.0005130622303113,0.0002277930470881,0.0002022347471211,9.743613918544725e-05,7.845342042855918e-05,2.004045018111356e-05,8.468930948966429e-05,6.373829819494858e-06,7.769566764181945e-06,1.814872689465119e-06,0.0,0.0,0.0,1.2502054232754745e-05,0.0,0.0,3.673700632589316e-08
7,frappe/erpnext,0.000287874834612,9.36793367145583e-05,1.2304498341109138e-05,5.490362582349917e-06,5.339997642295202e-06,1.0297568451278494e-06,8.776282101052858e-08,1.9865737499458194e-07,2.1369478631072525e-08,8.632541437236797e-08,2.0220722873887095e-08,6.504174976385002e-11,2.6138838316036583e-10,6.504174976385002e-11,0.0,0.0,5.909304157114548e-10,1.5992947164879578e-07,0.0
8,PrefectHQ/prefect,0.0020157368853688,0.0067815048096235,0.0006350629264488,0.0002268436073791,0.0001580686657689,6.048607247066684e-05,0.0001949430802521,2.7645975933410227e-05,8.468930948966429e-05,4.5416086322802585e-06,1.5042580798763083e-06,3.746885568034486e-06,0.0,3.572523326056398e-07,0.0,0.0,0.0,0.0,0.0
10,pytorch/pytorch,0.0015863949665799,0.0067815048096235,0.0002354112803004,0.0001560042001074,8.833980973577127e-05,5.978912304271944e-05,3.852172812912613e-05,9.22917479329044e-06,7.631735570612364e-06,3.573517405000806e-05,1.191225692309672e-06,1.191225692309672e-06,0.0,0.0,0.0,0.0,1.8872854070650649e-06,1.5992947164879578e-07,1.2327990361882257e-07
11,mlc-ai/mlc-llm,0.0063658854924142,0.0001015575107885,2.364400097576436e-05,1.2312967555772047e-05,0.0006500230383561,0.0001853965804912,2.545578468016174e-07,4.3423266760100894e-08,2.00185983345591e-08,6.095874027778336e-09,1.180059916805476e-05,1.4793185565409315e-09,3.6948399895209145e-10,2.545578468016174e-07,0.0,0.0,6.095874027778336e-09,0.0,0.0
13,Mikubill/sd-webui-controlnet,0.0058048842474818,0.002292065648362,0.0037836421398405,3.803354047704488e-05,1.9012786651728675e-05,7.811324394424446e-06,4.975717729394091e-06,0.0001014363707731,1.287219447476673e-06,3.573517405000806e-05,7.797850685165031e-07,1.7909277971739357e-07,7.645812729606405e-07,0.0,2.914541255449876e-06,0.0,5.285907604957174e-07,0.0,0.0
14,scrapy/scrapy,0.0080027654767036,0.0013273960212245,0.0008016857900656,0.0002584494359325,0.0006500230383561,0.0004531620924686,0.0001183308486361,5.044236604589969e-05,0.0001073672319762,1.0715795724536292e-05,3.582687713787891e-05,7.288316737685818e-06,0.0,8.958867510955315e-06,0.0,0.0,0.0,0.0,0.0
15,openai/gym,0.0103417430073022,0.001105380593799,0.0004099067009519,0.0002427797444397,0.0002236186119262,8.450544555671513e-05,3.5132583434460685e-05,2.2230356989894066e-05,1.5082206118677275e-05,7.720001121924724e-06,8.761192475503776e-06,4.63702017441392e-05,1.9662011254695244e-06,0.0,0.0,0.0,0.0,0.0,3.4412102056791123e-09
16,pyecharts/pyecharts,0.0013195270439609,0.0005900632240809,0.0037836421398405,0.000314913195325,0.0002617874706629,0.0001308850914938,4.494913446251303e-05,0.0001014363707731,7.389296570181614e-06,3.573517405000806e-05,1.2975144727533916e-06,1.898533099620181e-07,1.898533099620181e-07,0.0,0.0,1.473606604135779e-06,0.0,1.5992947164879578e-07,0.0
17,zhayujie/chatgpt-on-wechat,0.0044805663637816,0.0023555066436529,0.001085037831217,0.0010777256684377,4.625551446224563e-05,3.768547003346612e-06,1.4413470125873571e-05,3.213448280803277e-07,1.62298434247532e-07,9.715072519611569e-05,2.5624801835988364e-08,1.0545681661255912e-08,4.154350197183021e-09,0.0,1.9552524577193253e-07,0.0,5.1680668633480316e-08,0.0,0.0
18,ddbourgin/numpy-ml,0.0095909154042601,0.0012337473453953,0.009959964081645,7.80436530476436e-05,2.1332984033506364e-05,8.543715011910535e-06,0.0001949430802521,1.5196823142105131e-06,5.298032945688647e-08,3.22207576175515e-08,1.8354537445475216e-08,1.4099546206125524e-06,0.0,4.684149956801775e-09,0.0,0.0,0.0,0.0,0.0
22,ranger/ranger,0.005950475577265,0.0009451364749111,0.0006386616732925,0.0001884073426481,0.0006500230383561,3.656521221273579e-05,2.770974242594093e-05,0.0001014363707731,6.315836799331009e-06,3.61315369445947e-06,2.6882512429438066e-06,5.381869172538246e-08,0.0,1.0148331057280302e-05,0.0,0.0,0.0,2.5727928232299746e-07,0.0
23,horovod/horovod,0.0012342650443315,0.0005231743562035,0.0004725645703729,8.731328853173181e-05,2.447707265673671e-05,1.138110201281961e-05,1.536432137072552e-05,3.760600975510897e-06,1.0161876161873806e-05,9.72159341472434e-07,3.327156082377769e-05,8.59532178765221e-07,8.037252285930664e-08,6.966178716538707e-06,0.0,1.8956636722577969e-06,0.0,0.0,3.737805215959296e-08
24,streamlit/streamlit,0.0845880731940269,0.0329100862145423,0.0106795178726315,0.0058576012961566,0.0030813519842922,0.0016315885586664,0.0006045773625373,0.0002664262719918,0.0001855372247518,0.0001199138350784,6.798219692427665e-05,6.250317528611049e-05,2.436875001876615e-05,1.4682288565381896e-05,7.174605343607254e-06,3.41237955581164e-06,8.696352438164467e-07,3.388091442957375e-07,1.4536772141582333e-07
26,microsoft/nni,0.0098396120592951,0.0009047247003763,0.0037836421398405,0.0002401852689217,5.885519203729928e-05,3.278708391007967e-05,0.0001949430802521,8.593250640842598e-06,8.593250640842598e-06,1.0734096576925369e-05,4.767142911532574e-07,2.936237137873832e-07,2.316152887260614e-07,2.3649582203688626e-07,0.0,2.8073402518202784e-06,1.2940400893057813e-06,0.0,0.0
27,comfyanonymous/ComfyUI,0.0011125244200229,0.0037024398334324,0.0001818303280742,6.370292248902842e-05,2.3651055016671307e-05,1.2828655599150808e-05,4.810991867998382e-06,4.810991867998382e-06,1.2534097777461284e-06,8.665965083309857e-07,8.88620377281768e-07,1.6705413145245984e-05,8.017136821081294e-08,8.017136821081294e-08,2.395364390395116e-06,0.0,1.5789290165219663e-06,0.0,0.0
28,smicallef/spiderfoot,0.0028146773111075,0.0005350638530217,0.000224230607273,8.981587598100305e-05,8.439992234343663e-05,2.0488438167376444e-05,5.071330633654725e-06,3.8051830131280446e-08,3.8051830131280446e-08,4.898622137261555e-06,0.0,5.07468303112546e-06,0.0,0.0,2.934930635431796e-06,0.0,0.0,0.0,0.0
30,twitter/the-algorithm-ml,0.0035287749487906,0.00148870004341,0.0005790983559563,0.0004501866642385,0.000272600678727,0.0001775700366124,4.998073563911021e-05,3.414741513552144e-05,1.7719963580020703e-05,9.466842129768338e-06,4.116957825317513e-06,1.366118596024535e-07,1.366118596024535e-07,0.0,0.0,0.0,1.5789290165219663e-06,0.0,0.0
31,ipython/ipython,0.0056142010726034,0.0014557236572727,0.0001199458056362,6.657418271061033e-05,5.918553506489843e-05,3.0170594982337207e-05,1.3169202247809151e-05,7.596667273901403e-06,4.400344096211484e-06,2.944216703326674e-06,3.2846305683750255e-05,1.6399823721258144e-07,1.6399823721258144e-07,5.071502187092847e-07,0.0,0.0,0.0,0.0,0.0
32,karlproject/karl,0.0018678068881854,0.0006102102342993,0.0041704722680151,0.0002177751011913,0.0001116663333959,3.712037141667679e-05,3.109915996901691e-05,2.280302214785479e-05,1.1121622264909092e-05,3.045899802600616e-06,7.295152045116993e-06,1.029648387884663e-06,8.556441457585606e-07,1.875613691026956e-07,0.0,0.0,0.0,0.0,0.0
33,encode/django-rest-framework,0.0880329310894012,0.0382936298847198,0.0162596367299556,0.0101073635742068,0.005783419124782,0.003759968560189,0.0025147348642349,0.0015710196457803,0.0011793399462476,0.0005950107588432,0.0003956588625442,0.0002851066819857,0.0001465927780373,8.263817289844155e-05,5.862263060407713e-05,2.276414852531161e-05,1.0262120667903218e-05,2.482212039467413e-06,3.161113966143603e-07
34,ray-project/ray,0.0726725906133651,0.0264929104596376,0.0068902922794222,0.003803823608905,0.0015584534266963,0.001098426990211,0.0003064962802454,0.0001838394382502,0.0001186089575639,7.943208765937015e-05,4.665267624659464e-05,2.7091009542346e-05,1.5767771401442587e-05,1.039165090332972e-05,6.052487151464447e-06,3.5313423722982407e-06,1.6109067928482546e-06,6.174926170388062e-07,1.0323351773422473e-07
35,PaddlePaddle/PaddleOCR,0.001204690313898,0.0008811281877569,0.0002619644219521,0.0001026837562676,2.589725045254454e-05,1.0795337402669247e-05,7.37944537831936e-06,8.678860467625782e-06,1.3373938827498932e-06,9.041175417223712e-07,1.3373938827498932e-06,2.6404560315995692e-08,2.6404560315995692e-08,0.0,0.0,1.473606604135779e-06,0.0,1.4921951674295997e-07,0.0
