,Repository,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,saltstack/salt,0.0230050534009933,0.0105153629556298,0.0052376366220414,0.0016012613195925,0.0010187331354245,0.0005970069905743,0.0001447634276701,6.635324825765565e-05,3.612239379435778e-05,0.00034806781332,1.954019353433978e-06,7.660646019758133e-07,9.123009903078128e-09,6.579479257425025e-13,5.614129495491726e-13,4.08423078343545e-13,8.810841460723738e-14,5.742890158647734e-14,1.357825120786374e-13
1,pytorch/audio,0.0759851783514022,0.0213749893009662,0.0121374540030956,0.0077233067713677,0.0028218375518918,0.0019088634289801,0.0009615805465728,0.0001163172346423,4.758771319757216e-05,1.7972177374758758e-05,2.893074679377605e-06,1.1933971109101549e-06,1.1933967698496415e-06,2.0747683085464708e-12,4.439978965820046e-06,9.592115513337719e-14,2.5707634263537343e-13,1.8830794701329975e-08,2.7054012784362425e-13
2,jina-ai/jina,0.0349213331937789,0.0171919800341129,0.0067669763229787,0.0037433011457324,0.0022504369262605,0.0009621841018088,0.0003611788561102,0.0002233714166658,0.0002708694664761,6.733056125085568e-06,3.2251036827801727e-06,3.2251036827801727e-06,9.802519116419717e-07,1.806702302955404e-14,2.2830692258012387e-32,1.1194709204171116e-17,1.8055828642123132e-14,9.088219066200054e-09,1.8055828642123132e-14
3,powerline/powerline,0.0338629819452762,0.0200991556048393,0.0056817410513758,0.0020659761503338,0.0015895639080554,0.0005053033237345,0.0002366850530961,9.431606304133312e-05,0.0002913405478466,1.906556644826196e-05,3.3641199479461648e-06,1.5389377949759364e-06,1.4688807823404204e-06,1.8865038180150732e-14,1.4688747569380212e-06,2.605224529825972e-17,2.605224529825972e-17,3.032971438804501e-32,4.3704174666962156e-32
4,XX-net/XX-Net,0.0092107709497213,0.0058941557072103,0.0018081875750795,0.0010016328888013,0.0016074278668807,0.0005658207228407,0.0001047907862812,4.309929863666184e-05,1.08525109681068e-05,7.778851795592345e-06,1.968354354175972e-06,8.131843856062915e-07,5.546408665679792e-09,3.87975079580577e-13,2.2849644810800374e-13,1.9815571438482757e-13,2.357387288848267e-13,3.292776885573459e-14,1.7781304586291654e-13
5,open-mmlab/mmdetection,0.0254794675856828,0.0123521564528346,0.0065328073687851,0.0038147964514791,0.0021154517307877,0.0012383997673168,0.0007773390971124,0.0005056766094639,0.0003106057411059,0.0001593067863723,7.411810656776652e-05,2.483591924828943e-05,1.841626180976164e-05,5.508069534698734e-06,2.5933188680937747e-06,5.328549832483986e-07,5.514629464187237e-08,9.146956969630082e-09,2.2475479255490427e-09
6,HumanSignal/label-studio,0.0264054033905267,0.0144048220005136,0.0038314985577017,0.0011187123600393,0.0003711021854542,0.0002495824592188,9.654670429881662e-05,5.928170139668509e-05,6.36760305496864e-05,1.86427805601852e-05,5.587033228948712e-06,1.347271904705849e-06,2.4138588017308397e-08,1.9009179595741443e-05,2.9983427776862883e-17,7.412926925438008e-30,3.5399838989596437e-32,2.9812288223435936e-32,3.01802708524891e-32
7,frappe/erpnext,0.0263146925717592,0.0131276315078139,0.0024163837078958,0.000710162508767,0.000273755606031,0.0001102764072129,7.908482803031802e-05,3.294633643236011e-05,1.9345972759765573e-05,8.294555300381035e-06,4.269578766979976e-06,1.953566864403118e-05,2.8436838874768e-06,4.1606271921658395e-14,8.61812843311327e-09,3.6628699747777444e-14,1.323391317186026e-14,1.0854901707850992e-14,8.954410919481204e-16
8,PrefectHQ/prefect,0.0686801671981811,0.0144048220005136,0.0072004902176558,0.0047384351491928,0.002897426020354,0.0011217916617169,0.0004846095107495,0.0001400182227371,5.08539960719645e-05,4.971195085090585e-05,2.8683195978373988e-06,2.8683180062216707e-06,6.6155337208329e-07,1.989226028342728e-08,2.438968514997808e-12,2.9502140747733607e-12,3.256149909702799e-07,9.57497752959724e-13,9.776581670964402e-13
10,pytorch/pytorch,0.0221074987202882,0.0145581094548106,0.0032276983838528,0.0017999287229031,0.0007326623890548,0.0002477862581145,0.0004492531570401,6.904756446601823e-05,1.6980688087642193e-05,5.719441560358973e-06,3.193290240233182e-06,1.6304687733281753e-06,1.5644588984287111e-06,1.421828150008353e-13,1.4166928264183756e-13,1.3829440522437897e-13,7.88619928908385e-14,7.561984892434649e-14,6.510179358489368e-14
11,mlc-ai/mlc-llm,0.039272490888834,0.0230636969208717,0.0045614792034029,0.0024839350953698,0.0011918933596462,0.0003497566794976,0.0001394493883708,0.000105591439933,3.0166040232870728e-05,2.119550117640756e-06,3.3953419201150895e-05,1.3251798236524337e-07,9.753996721428848e-09,9.754091756519756e-09,9.820413931918917e-14,1.1915012162674876e-12,1.0626346130067009e-13,9.820413931918917e-14,9.815790487279624e-14
13,Mikubill/sd-webui-controlnet,0.0114055536687374,0.0067167826928198,0.0019629981834441,0.0015051667578518,0.0008369793067686,0.0005344804376363,8.117608376778662e-05,0.0002233714166658,1.8947221178677864e-05,3.722567271324806e-06,2.0324974684626795e-05,5.561155376199167e-07,4.4832124679317076e-09,5.760213812010251e-13,1.084050058920705e-12,1.212767950301008e-13,7.878601064733799e-14,2.1143960334760878e-13,1.3739336545640773e-13
