Repository,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
saltstack/salt,0.023005053400993347,0.010515362955629826,0.005237636622041464,0.001601261319592595,0.0010187331354245543,0.0005970069905743003,0.00014476342767011374,6.635324825765565e-05,3.612239379435778e-05,0.0003480678133200854,1.954019353433978e-06,7.660646019758133e-07,9.123009903078128e-09,6.579479257425025e-13,5.614129495491726e-13,4.0842307834354497e-13,8.810841460723737e-14,5.742890158647734e-14,1.357825120786374e-13
pytorch/audio,0.07598517835140228,0.021374989300966263,0.012137454003095627,0.007723306771367788,0.0028218375518918037,0.001908863428980112,0.0009615805465728045,0.00011631723464233801,4.758771319757216e-05,1.7972177374758758e-05,2.893074679377605e-06,1.1933971109101549e-06,1.1933967698496417e-06,2.0747683085464708e-12,4.439978965820046e-06,9.592115513337718e-14,2.570763426353734e-13,1.8830794701329978e-08,2.7054012784362425e-13
jina-ai/jina,0.03492133319377899,0.01719198003411293,0.006766976322978735,0.003743301145732403,0.0022504369262605906,0.0009621841018088162,0.0003611788561102003,0.00022337141666584393,0.0002708694664761424,6.733056125085568e-06,3.2251036827801727e-06,3.2251036827801727e-06,9.802519116419717e-07,1.806702302955404e-14,2.2830692258012387e-32,1.1194709204171116e-17,1.805582864212313e-14,9.088219066200054e-09,1.805582864212313e-14
powerline/powerline,0.03386298194527626,0.020099155604839325,0.005681741051375866,0.0020659761503338814,0.0015895639080554247,0.0005053033237345517,0.00023668505309615284,9.431606304133311e-05,0.0002913405478466302,1.906556644826196e-05,3.3641199479461648e-06,1.5389377949759364e-06,1.4688807823404204e-06,1.8865038180150735e-14,1.4688747569380212e-06,2.605224529825972e-17,2.605224529825972e-17,3.0329714388045014e-32,4.3704174666962156e-32
XX-net/XX-Net,0.009210770949721336,0.005894155707210302,0.0018081875750795007,0.001001632888801396,0.001607427866880791,0.0005658207228407264,0.00010479078628122807,4.309929863666184e-05,1.0852510968106799e-05,7.778851795592345e-06,1.968354354175972e-06,8.131843856062915e-07,5.546408665679792e-09,3.87975079580577e-13,2.2849644810800374e-13,1.9815571438482754e-13,2.357387288848267e-13,3.292776885573459e-14,1.7781304586291652e-13
open-mmlab/mmdetection,0.02547946758568287,0.012352156452834606,0.006532807368785143,0.0038147964514791965,0.002115451730787754,0.0012383997673168778,0.0007773390971124172,0.0005056766094639897,0.0003106057411059737,0.00015930678637232631,7.411810656776652e-05,2.483591924828943e-05,1.8416261809761636e-05,5.508069534698734e-06,2.5933188680937747e-06,5.328549832483986e-07,5.514629464187237e-08,9.146956969630082e-09,2.2475479255490427e-09
HumanSignal/label-studio,0.02640540339052677,0.014404822000513602,0.003831498557701707,0.0011187123600393534,0.0003711021854542196,0.00024958245921880007,9.654670429881662e-05,5.9281701396685094e-05,6.36760305496864e-05,1.86427805601852e-05,5.587033228948712e-06,1.347271904705849e-06,2.4138588017308393e-08,1.9009179595741443e-05,2.9983427776862883e-17,7.412926925438007e-30,3.539983898959644e-32,2.9812288223435936e-32,3.01802708524891e-32
frappe/erpnext,0.026314692571759224,0.01312763150781393,0.002416383707895875,0.0007101625087670982,0.0002737556060310453,0.00011027640721295029,7.908482803031802e-05,3.294633643236011e-05,1.9345972759765573e-05,8.294555300381035e-06,4.269578766979976e-06,1.953566864403118e-05,2.8436838874768e-06,4.160627192165839e-14,8.61812843311327e-09,3.662869974777744e-14,1.3233913171860259e-14,1.0854901707850993e-14,8.954410919481204e-16
PrefectHQ/prefect,0.06868016719818115,0.014404822000513602,0.007200490217655897,0.00473843514919281,0.0028974260203540325,0.0011217916617169976,0.0004846095107495785,0.00014001822273712605,5.08539960719645e-05,4.971195085090585e-05,2.8683195978373988e-06,2.8683180062216707e-06,6.6155337208329e-07,1.9892260283427277e-08,2.438968514997808e-12,2.9502140747733607e-12,3.256149909702799e-07,9.57497752959724e-13,9.776581670964402e-13
hpcaitech/ColossalAI,0.012882390059530735,0.0036583615001291037,0.0015348958550021052,0.0008599180146120489,0.0006227452540770173,0.0002515724627301097,8.187253115465865e-05,3.985149669460952e-05,8.712099770491477e-06,7.042030611387418e-05,1.2543231378003838e-06,6.652547313024115e-07,4.637140591512434e-07,7.261827857790726e-13,7.944871567274261e-14,8.760443000362106e-14,1.4022604691993346e-13,1.2413909011854685e-08,7.094941089713994e-14
